loan_amnt,int_rate,installment,home_ownership,annual_inc,verification_status,pymnt_plan,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag,target
20000.0,0.16949999999999998,496.52,MORTGAGE,80000.0,Source Verified,n,23.79,0.0,1.0,8.0,1.0,9536.0,12.0,f,15093.49,15093.49,9892.73,9892.73,4906.51,4986.22,0.0,0.0,0.0,496.52,0.0,1.0,Individual,0.0,0.0,96609.0,1.0,6.0,1.0,2.0,5.0,87073.0,84.0,0.0,0.0,4906.0,83.0,12000.0,1.0,0.0,3.0,2.0,12076.0,2464.0,79.5,0.0,0.0,123.0,78.0,65.0,5.0,0.0,65.0,0.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0,2.0,2.0,8.0,0.0,0.0,0.0,1.0,100.0,100.0,1.0,0.0,110280.0,96609.0,12000.0,98280.0,N,N,low_risk
2000.0,0.17739999999999997,72.05,MORTGAGE,53000.0,Not Verified,n,17.82,0.0,1.0,15.0,0.0,2227.0,20.0,w,0.0,0.0,2094.52,2094.52,2000.0,94.52,0.0,0.0,0.0,73.94,0.0,1.0,Individual,0.0,0.0,255924.0,0.0,11.0,0.0,0.0,39.0,27924.0,74.0,0.0,0.0,1923.0,72.0,3800.0,1.0,0.0,4.0,0.0,17062.0,77.0,96.2,0.0,0.0,58.0,272.0,37.0,37.0,1.0,54.0,0.0,5.0,1.0,2.0,1.0,6.0,11.0,3.0,8.0,2.0,15.0,0.0,0.0,0.0,0.0,65.0,100.0,0.0,0.0,265783.0,30151.0,2000.0,37983.0,N,N,low_risk
25075.0,0.11019999999999999,821.17,MORTGAGE,60000.0,Source Verified,n,40.66,0.0,0.0,10.0,0.0,10087.0,13.0,w,0.0,0.0,28559.49,28559.49,25075.0,3484.49,0.0,0.0,0.0,13793.78,0.0,1.0,Joint App,0.0,0.0,254311.0,0.0,5.0,0.0,1.0,15.0,39954.0,52.0,0.0,0.0,10087.0,41.0,31700.0,1.0,0.0,0.0,1.0,25431.0,1413.0,87.7,0.0,0.0,169.0,192.0,43.0,15.0,1.0,43.0,15.0,0.0,1.0,1.0,1.0,2.0,6.0,4.0,6.0,1.0,10.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,323032.0,50041.0,11500.0,67132.0,N,N,low_risk
20000.0,0.16949999999999998,712.56,RENT,70000.0,Not Verified,n,20.86,0.0,0.0,9.0,0.0,28853.0,11.0,w,3947.15,3947.15,19500.97,19500.97,16052.85,3448.12,0.0,0.0,0.0,712.56,0.0,1.0,Individual,0.0,0.0,29750.0,0.0,1.0,0.0,0.0,57.0,897.0,7.0,1.0,1.0,13547.0,64.0,32900.0,0.0,0.0,1.0,1.0,3306.0,1651.0,94.3,0.0,0.0,57.0,92.0,8.0,8.0,0.0,8.0,7.0,0.0,6.0,7.0,6.0,7.0,1.0,8.0,9.0,7.0,9.0,0.0,0.0,0.0,1.0,100.0,83.3,0.0,0.0,46400.0,29750.0,29100.0,13500.0,N,N,low_risk
30000.0,0.1308,683.83,MORTGAGE,72000.0,Source Verified,n,20.93,0.0,0.0,15.0,0.0,10069.0,21.0,w,0.0,0.0,34940.21,34940.21,30000.0,4940.21,0.0,0.0,0.0,22255.7,0.0,1.0,Individual,0.0,6575.0,183361.0,1.0,3.0,2.0,3.0,5.0,29398.0,84.0,3.0,4.0,9659.0,59.0,32300.0,4.0,0.0,9.0,7.0,12224.0,19231.0,34.4,0.0,0.0,174.0,132.0,10.0,5.0,1.0,10.0,5.0,0.0,6.0,6.0,9.0,10.0,7.0,11.0,13.0,6.0,15.0,0.0,0.0,0.0,5.0,100.0,11.1,0.0,0.0,216216.0,39467.0,29300.0,35166.0,N,N,low_risk
25000.0,0.16949999999999998,890.7,RENT,110000.0,Verified,n,19.15,0.0,1.0,12.0,0.0,10645.0,26.0,w,12590.07,12590.07,17790.46,17790.46,12409.93,5380.53,0.0,0.0,0.0,890.7,0.0,1.0,Individual,0.0,0.0,46227.0,2.0,5.0,2.0,4.0,6.0,35582.0,66.0,2.0,2.0,3562.0,63.0,19500.0,4.0,8.0,2.0,6.0,3852.0,3822.0,63.9,0.0,0.0,135.0,92.0,5.0,5.0,0.0,10.0,6.0,0.0,3.0,6.0,4.0,4.0,19.0,7.0,7.0,6.0,12.0,0.0,0.0,0.0,4.0,100.0,25.0,0.0,0.0,73755.0,46227.0,10600.0,54255.0,N,N,low_risk
4000.0,0.0819,125.7,RENT,41000.0,Source Verified,n,29.8,0.0,0.0,8.0,0.0,3927.0,14.0,w,1835.93,1835.93,2566.36,2566.36,2164.07,402.29,0.0,0.0,0.0,125.7,0.0,1.0,Individual,0.0,0.0,33349.0,0.0,2.0,1.0,1.0,7.0,29422.0,69.0,0.0,1.0,2874.0,58.0,15100.0,1.0,0.0,1.0,2.0,4764.0,8173.0,32.5,0.0,0.0,112.0,182.0,17.0,7.0,0.0,17.0,7.0,0.0,3.0,3.0,4.0,6.0,4.0,6.0,9.0,3.0,8.0,0.0,0.0,0.0,1.0,92.9,0.0,0.0,0.0,57472.0,33349.0,12100.0,42372.0,N,N,low_risk
6400.0,0.20550000000000002,239.65,MORTGAGE,225000.0,Not Verified,n,18.83,1.0,1.0,9.0,0.0,50914.0,18.0,w,0.0,0.0,7832.48,7832.48,6400.0,1432.48,0.0,0.0,0.0,4484.69,0.0,1.0,Individual,0.0,0.0,621257.0,1.0,3.0,0.0,2.0,15.0,32350.0,55.0,1.0,1.0,24486.0,73.0,54700.0,0.0,0.0,3.0,3.0,69029.0,4244.0,92.1,0.0,0.0,86.0,421.0,3.0,3.0,2.0,3.0,3.0,0.0,3.0,4.0,4.0,6.0,7.0,5.0,9.0,4.0,9.0,0.0,0.0,0.0,1.0,94.4,75.0,0.0,0.0,763783.0,83264.0,53900.0,59083.0,N,N,low_risk
15000.0,0.2305,423.29,RENT,55000.0,Source Verified,n,22.74,0.0,0.0,15.0,0.0,17719.0,16.0,w,0.0,0.0,18219.15,18219.15,15000.0,3219.15,0.0,0.0,0.0,14024.67,0.0,1.0,Individual,0.0,60.0,26881.0,2.0,2.0,1.0,1.0,9.0,9162.0,64.0,3.0,8.0,4375.0,55.0,34700.0,0.0,0.0,1.0,9.0,1792.0,11972.0,52.7,0.0,0.0,31.0,60.0,4.0,4.0,0.0,4.0,9.0,0.0,8.0,12.0,8.0,8.0,2.0,13.0,14.0,12.0,15.0,0.0,0.0,0.0,4.0,100.0,37.5,0.0,0.0,49000.0,26881.0,25300.0,14300.0,N,N,low_risk
24000.0,0.2305,677.27,MORTGAGE,71500.0,Not Verified,n,31.86,0.0,0.0,16.0,0.0,34700.0,27.0,w,18672.36,18672.36,14191.94,14191.94,5327.64,8864.3,0.0,0.0,0.0,677.27,0.0,1.0,Individual,0.0,0.0,272465.0,0.0,4.0,0.0,1.0,21.0,34650.0,57.0,1.0,1.0,10008.0,64.0,47000.0,0.0,1.0,0.0,3.0,18164.0,2245.0,93.9,0.0,0.0,147.0,354.0,11.0,11.0,1.0,11.0,22.0,0.0,5.0,6.0,6.0,9.0,8.0,11.0,18.0,6.0,16.0,0.0,0.0,0.0,1.0,100.0,83.3,0.0,0.0,316369.0,69350.0,36900.0,61209.0,N,N,low_risk
10000.0,0.08810000000000001,317.12,RENT,57999.0,Source Verified,n,24.93,0.0,0.0,10.0,0.0,3050.0,14.0,w,0.0,0.0,10979.97,10979.97,10000.0,979.97,0.0,0.0,0.0,7184.32,0.0,1.0,Individual,0.0,0.0,43726.0,3.0,2.0,2.0,3.0,3.0,40676.0,98.0,2.0,5.0,2298.0,30.0,27900.0,0.0,0.0,3.0,8.0,4373.0,10702.0,17.7,0.0,0.0,55.0,252.0,1.0,1.0,0.0,16.0,6.0,1.0,1.0,4.0,3.0,4.0,4.0,8.0,9.0,4.0,10.0,0.0,0.0,0.0,4.0,92.9,0.0,0.0,0.0,71814.0,43726.0,13000.0,43914.0,N,N,low_risk
8825.0,0.0756,274.76,RENT,65000.0,Not Verified,n,9.86,1.0,1.0,15.0,0.0,7930.0,21.0,w,0.0,0.0,9001.06,9001.06,8825.0,176.06,0.0,0.0,0.0,1290.02,0.0,1.0,Individual,0.0,0.0,20727.0,5.0,8.0,4.0,5.0,4.0,12797.0,64.0,1.0,1.0,5416.0,44.0,26900.0,1.0,0.0,3.0,6.0,1382.0,17165.0,27.8,0.0,0.0,102.0,86.0,3.0,3.0,0.0,48.0,3.0,0.0,3.0,4.0,6.0,8.0,9.0,7.0,12.0,4.0,15.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,46816.0,20727.0,24400.0,19916.0,N,N,low_risk
18000.0,0.1033,583.61,OWN,45960.0,Source Verified,n,11.49,0.0,0.0,11.0,0.0,9707.0,14.0,w,0.0,0.0,20173.53,20173.53,18000.0,2173.53,0.0,0.0,0.0,105.6,0.0,1.0,Joint App,0.0,0.0,541457.0,1.0,1.0,0.0,0.0,36.0,4500.0,48.0,1.0,1.0,8431.0,15.0,85800.0,0.0,1.0,1.0,2.0,49223.0,63093.0,13.3,0.0,0.0,93.0,162.0,8.0,2.0,1.0,8.0,3.0,0.0,3.0,3.0,7.0,7.0,2.0,9.0,11.0,3.0,11.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,622360.0,14207.0,72800.0,9310.0,N,N,low_risk
6500.0,0.2305,251.79,OWN,30000.0,Not Verified,n,33.64,0.0,0.0,12.0,0.0,10054.0,27.0,w,0.0,0.0,7933.49,7933.49,6500.0,1433.49,0.0,0.0,0.0,5464.77,0.0,1.0,Individual,0.0,0.0,25894.0,0.0,2.0,2.0,3.0,10.0,15840.0,86.0,2.0,5.0,3033.0,59.0,25300.0,2.0,1.0,2.0,8.0,2158.0,1405.0,77.7,0.0,0.0,146.0,199.0,7.0,7.0,0.0,7.0,7.0,1.0,3.0,7.0,4.0,7.0,7.0,10.0,20.0,7.0,12.0,0.0,0.0,0.0,4.0,92.6,50.0,0.0,0.0,43787.0,25894.0,6300.0,18487.0,N,N,low_risk
10000.0,0.0702,308.87,MORTGAGE,116500.0,Source Verified,n,26.62,0.0,0.0,17.0,0.0,45043.0,29.0,w,0.0,0.0,10309.14,10309.14,10000.0,309.14,0.0,0.0,0.0,9081.46,0.0,1.0,Individual,0.0,0.0,615955.0,1.0,4.0,2.0,4.0,8.0,52520.0,68.0,1.0,2.0,9339.0,60.0,84000.0,1.0,1.0,1.0,6.0,36233.0,28984.0,60.4,0.0,0.0,182.0,235.0,2.0,2.0,2.0,2.0,12.0,0.0,7.0,9.0,9.0,12.0,12.0,12.0,15.0,9.0,17.0,0.0,0.0,0.0,3.0,96.6,44.4,0.0,0.0,768591.0,97563.0,73100.0,77661.0,N,N,low_risk
10000.0,0.08810000000000001,317.12,MORTGAGE,145000.0,Not Verified,n,21.27,0.0,0.0,11.0,0.0,6505.0,33.0,w,4770.54,4770.54,6337.51,6337.51,5229.46,1108.05,0.0,0.0,0.0,317.12,0.0,1.0,Individual,0.0,0.0,429831.0,1.0,6.0,1.0,1.0,1.0,64244.0,60.0,0.0,0.0,3766.0,61.0,8700.0,1.0,12.0,6.0,1.0,39076.0,2195.0,74.8,0.0,0.0,270.0,270.0,29.0,1.0,4.0,29.0,1.0,6.0,4.0,4.0,4.0,9.0,13.0,4.0,15.0,4.0,11.0,0.0,0.0,0.0,1.0,81.8,75.0,0.0,0.0,524102.0,70749.0,8700.0,108018.0,N,N,low_risk
5000.0,0.0819,157.13,RENT,42500.0,Not Verified,n,29.17,0.0,0.0,9.0,0.0,4295.0,16.0,w,2391.79,2391.79,3138.05,3138.05,2608.21,529.84,0.0,0.0,0.0,157.13,0.0,1.0,Individual,0.0,61.0,36473.0,0.0,5.0,0.0,2.0,16.0,32178.0,66.0,0.0,0.0,4093.0,55.0,17600.0,1.0,4.0,0.0,2.0,4053.0,11474.0,26.4,0.0,0.0,146.0,150.0,49.0,16.0,0.0,65.0,16.0,0.0,2.0,3.0,3.0,3.0,12.0,4.0,4.0,3.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,66373.0,36473.0,15600.0,48773.0,N,N,low_risk
6300.0,0.0702,194.59,MORTGAGE,106000.0,Not Verified,n,27.57,0.0,1.0,32.0,0.0,2297.0,72.0,w,0.0,0.0,6800.96,6800.96,6300.0,500.96,0.0,0.0,0.0,3689.98,0.0,1.0,Individual,0.0,0.0,565955.0,3.0,15.0,3.0,5.0,5.0,400105.0,104.0,2.0,2.0,889.0,69.0,95200.0,1.0,7.0,1.0,7.0,17686.0,61463.0,2.7,0.0,0.0,144.0,172.0,3.0,3.0,4.0,12.0,0.0,0.0,6.0,9.0,12.0,14.0,49.0,16.0,19.0,9.0,32.0,0.0,0.0,0.0,5.0,100.0,8.3,0.0,0.0,686094.0,402402.0,63200.0,386894.0,N,N,low_risk
11100.0,0.0646,340.01,RENT,69400.0,Source Verified,n,12.8,0.0,0.0,5.0,0.0,4650.0,12.0,w,0.0,0.0,11814.824999999,11814.82,11100.0,714.82,0.0,0.0,0.0,7402.66,0.0,1.0,Individual,0.0,0.0,66706.0,0.0,2.0,1.0,1.0,7.0,62056.0,95.0,0.0,2.0,4030.0,86.0,6100.0,0.0,0.0,1.0,3.0,13341.0,1450.0,76.2,0.0,0.0,109.0,101.0,14.0,7.0,0.0,14.0,7.0,0.0,3.0,3.0,3.0,7.0,4.0,3.0,8.0,3.0,5.0,0.0,0.0,0.0,1.0,91.7,33.3,0.0,0.0,63099.0,66706.0,6100.0,56999.0,N,N,low_risk
11200.0,0.1612,394.43,MORTGAGE,35000.0,Not Verified,n,30.56,0.0,0.0,7.0,0.0,2339.0,18.0,w,5601.4,5601.4,7896.39,7896.39,5598.6,2297.79,0.0,0.0,0.0,400.0,0.0,1.0,Joint App,0.0,0.0,38024.0,1.0,2.0,1.0,1.0,1.0,35685.0,68.0,0.0,0.0,2270.0,55.0,16400.0,1.0,0.0,1.0,1.0,5432.0,7961.0,22.7,0.0,0.0,101.0,173.0,42.0,1.0,1.0,42.0,0.0,0.0,2.0,2.0,3.0,4.0,8.0,5.0,9.0,2.0,7.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,68697.0,38024.0,10300.0,52297.0,N,N,low_risk
17000.0,0.124,381.61,RENT,46500.0,Not Verified,n,38.19,0.0,0.0,10.0,0.0,17005.0,16.0,w,0.0,0.0,19357.58,19357.58,17000.0,2357.58,0.0,0.0,0.0,14425.93,0.0,1.0,Individual,0.0,0.0,36294.0,0.0,2.0,1.0,1.0,11.0,19289.0,53.0,1.0,3.0,3489.0,34.0,71300.0,2.0,4.0,1.0,4.0,3629.0,50949.0,20.8,0.0,0.0,59.0,60.0,8.0,8.0,0.0,8.0,11.0,0.0,5.0,7.0,6.0,6.0,5.0,8.0,9.0,7.0,10.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,107703.0,36294.0,64300.0,36403.0,N,N,low_risk
24000.0,0.0819,488.82,MORTGAGE,110000.0,Not Verified,n,13.14,0.0,0.0,6.0,0.0,25272.0,11.0,w,17823.08,17823.08,9276.66,9276.66,6176.92,3099.74,0.0,0.0,0.0,488.82,0.0,1.0,Individual,0.0,90.0,52539.0,0.0,1.0,0.0,1.0,15.0,27267.0,89.0,1.0,2.0,8414.0,77.0,37500.0,1.0,0.0,0.0,3.0,8757.0,9877.0,71.4,0.0,0.0,123.0,192.0,9.0,9.0,3.0,9.0,15.0,1.0,4.0,5.0,4.0,4.0,2.0,5.0,6.0,5.0,6.0,0.0,0.0,0.0,1.0,54.5,50.0,0.0,0.0,68236.0,52539.0,34500.0,30736.0,N,N,low_risk
20000.0,0.124,448.95,RENT,95000.0,Not Verified,n,16.28,0.0,0.0,4.0,0.0,19414.0,5.0,w,14647.29,14647.29,8951.44,8951.44,5352.71,3598.73,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,46033.0,1.0,2.0,1.0,1.0,5.0,26619.0,84.0,1.0,1.0,11293.0,86.0,22000.0,1.0,0.0,3.0,2.0,11508.0,2586.0,88.2,0.0,0.0,25.0,151.0,7.0,5.0,0.0,7.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,53548.0,46033.0,22000.0,31548.0,N,N,low_risk
30000.0,0.11019999999999999,652.58,RENT,70000.0,Source Verified,n,12.21,0.0,0.0,6.0,0.0,2824.0,10.0,w,22276.31,22276.31,12362.29,12362.29,7723.69,4638.6,0.0,0.0,0.0,652.58,0.0,1.0,Individual,0.0,0.0,15424.0,0.0,2.0,0.0,0.0,26.0,12600.0,54.0,0.0,3.0,2824.0,42.0,13100.0,1.0,0.0,1.0,3.0,2571.0,7176.0,28.2,0.0,0.0,39.0,114.0,19.0,19.0,0.0,20.0,11.0,0.0,1.0,1.0,3.0,4.0,4.0,4.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,36361.0,15424.0,10000.0,23261.0,N,N,low_risk
24000.0,0.2305,677.27,RENT,68000.0,Not Verified,n,32.83,0.0,0.0,41.0,0.0,19486.0,52.0,w,18470.02,18470.02,14161.2,14161.2,5529.98,8631.22,0.0,0.0,0.0,677.27,0.0,1.0,Individual,0.0,0.0,163198.0,0.0,18.0,1.0,1.0,7.0,143712.0,105.0,1.0,4.0,11811.0,89.0,47100.0,0.0,0.0,1.0,5.0,3980.0,9846.0,62.3,0.0,0.0,123.0,113.0,12.0,7.0,0.0,12.0,12.0,3.0,7.0,10.0,12.0,14.0,22.0,23.0,30.0,10.0,41.0,0.0,0.0,0.0,2.0,94.2,25.0,0.0,0.0,183848.0,163198.0,26100.0,136748.0,N,N,low_risk
